07:03:56.457	SERVER	admin	OK	Server was started (port: 1984).
07:03:59.066	127.0.0.1:62217	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/package.json]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_loader/package.json")	0.18 ms
07:03:59.107	127.0.0.1:62217	ManageIT	OK	EXEC[0]	50.43 ms
07:03:59.181	127.0.0.1:62218	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/package.json")	0.17 ms
07:03:59.255	127.0.0.1:62218	ManageIT	OK	EXEC[0]	73.18 ms
07:03:59.352	127.0.0.1:62219	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/main.js]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/main.js")	0.18 ms
07:03:59.387	127.0.0.1:62219	ManageIT	OK	EXEC[0]	34.49 ms
07:03:59.456	127.0.0.1:62220	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/main.js")	0.17 ms
07:03:59.496	127.0.0.1:62220	ManageIT	OK	EXEC[0]	39.3 ms
07:03:59.583	127.0.0.1:62221	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.15 ms
07:03:59.635	127.0.0.1:62221	ManageIT	OK	EXEC[0]	52.54 ms
07:03:59.746	127.0.0.1:62222	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.js]: exists - rpath = /BRjx_packages/ - name = basex.js"}:) brjx:isResource("/BRjx_packages/basex.js")	0.17 ms
07:03:59.778	127.0.0.1:62222	ManageIT	OK	EXEC[0]	32.38 ms
07:03:59.860	127.0.0.1:62223	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.json]: exists - rpath = /BRjx_packages/ - name = basex.json"}:) brjx:isResource("/BRjx_packages/basex.json")	0.21 ms
07:03:59.889	127.0.0.1:62223	ManageIT	OK	EXEC[0]	28.41 ms
07:03:59.945	127.0.0.1:62224	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.class]: exists - rpath = /BRjx_packages/ - name = basex.class"}:) brjx:isResource("/BRjx_packages/basex.class")	0.18 ms
07:03:59.973	127.0.0.1:62224	ManageIT	OK	EXEC[0]	27.46 ms
07:04:00.027	127.0.0.1:62225	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.js]: exists - rpath = /BRjx_packages/ - name = args.js"}:) brjx:isResource("/BRjx_packages/args.js")	0.15 ms
07:04:00.055	127.0.0.1:62225	ManageIT	OK	EXEC[0]	28.02 ms
07:04:00.110	127.0.0.1:62226	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.json]: exists - rpath = /BRjx_packages/ - name = args.json"}:) brjx:isResource("/BRjx_packages/args.json")	0.15 ms
07:04:00.138	127.0.0.1:62226	ManageIT	OK	EXEC[0]	27.21 ms
07:04:00.191	127.0.0.1:62227	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.class]: exists - rpath = /BRjx_packages/ - name = args.class"}:) brjx:isResource("/BRjx_packages/args.class")	0.15 ms
07:04:00.219	127.0.0.1:62227	ManageIT	OK	EXEC[0]	27.39 ms
07:04:00.313	127.0.0.1:62228	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/default.properties]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_loader/default.properties")	0.17 ms
07:04:00.340	127.0.0.1:62228	ManageIT	OK	EXEC[0]	27.04 ms
07:04:00.394	127.0.0.1:62229	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/default.properties")	0.15 ms
07:04:00.423	127.0.0.1:62229	ManageIT	OK	EXEC[0]	28.8 ms
07:04:00.495	127.0.0.1:62230	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.14 ms
07:04:00.524	127.0.0.1:62230	ManageIT	OK	EXEC[0]	28.47 ms
07:04:00.660	127.0.0.1:62231	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/rc/rc0.js]: exists - rpath = /BRjx_packages/BRjx_loader/rc/ - name = rc0.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.17 ms
07:04:00.687	127.0.0.1:62231	ManageIT	OK	EXEC[0]	25.86 ms
07:04:00.747	127.0.0.1:62232	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.15 ms
07:04:00.775	127.0.0.1:62232	ManageIT	OK	EXEC[0]	27.79 ms
07:04:00.846	127.0.0.1:62233	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.15 ms
07:04:00.880	127.0.0.1:62233	ManageIT	OK	EXEC[0]	34.03 ms
07:04:00.937	127.0.0.1:62234	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.14 ms
07:04:00.968	127.0.0.1:62234	ManageIT	OK	EXEC[0]	30.18 ms
07:04:01.062	127.0.0.1:62235	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/init/init.js]: exists - rpath = /BRjx_packages/BRjx_loader/init/ - name = init.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/init/init.js")	0.16 ms
07:04:01.087	127.0.0.1:62235	ManageIT	OK	EXEC[0]	24.75 ms
07:04:01.148	127.0.0.1:62236	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/init/init.js")	0.19 ms
07:04:01.175	127.0.0.1:62236	ManageIT	OK	EXEC[0]	26.28 ms
07:04:01.236	127.0.0.1:62237	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.14 ms
07:04:01.263	127.0.0.1:62237	ManageIT	OK	EXEC[0]	27.03 ms
07:04:01.318	127.0.0.1:62238	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.15 ms
07:04:01.349	127.0.0.1:62238	ManageIT	OK	EXEC[0]	30.44 ms
07:04:01.445	127.0.0.1:62239	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.js]: exists - rpath = /BRjx_packages/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_packages/BRjx_application.js")	0.19 ms
07:04:01.469	127.0.0.1:62239	ManageIT	OK	EXEC[0]	23.93 ms
07:04:01.522	127.0.0.1:62240	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.json]: exists - rpath = /BRjx_packages/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_packages/BRjx_application.json")	0.14 ms
07:04:01.547	127.0.0.1:62240	ManageIT	OK	EXEC[0]	24.81 ms
07:04:01.610	127.0.0.1:62241	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.class]: exists - rpath = /BRjx_packages/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_packages/BRjx_application.class")	0.15 ms
07:04:01.635	127.0.0.1:62241	ManageIT	OK	EXEC[0]	24.1 ms
07:04:01.711	127.0.0.1:62242	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/package.json]: exists - rpath = /BRjx_packages/BRjx_application/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_application/package.json")	0.15 ms
07:04:01.735	127.0.0.1:62242	ManageIT	OK	EXEC[0]	23.97 ms
07:04:01.795	127.0.0.1:62243	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/package.json")	0.12 ms
07:04:01.818	127.0.0.1:62243	ManageIT	OK	EXEC[0]	23.28 ms
07:04:01.887	127.0.0.1:62244	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/main.js]: exists - rpath = /BRjx_packages/BRjx_application/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_application/main.js")	0.14 ms
07:04:01.909	127.0.0.1:62244	ManageIT	OK	EXEC[0]	22.29 ms
07:04:01.961	127.0.0.1:62245	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/main.js")	0.12 ms
07:04:01.984	127.0.0.1:62245	ManageIT	OK	EXEC[0]	22.94 ms
07:04:02.055	127.0.0.1:62246	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_application/main.js")	0.12 ms
07:04:02.081	127.0.0.1:62246	ManageIT	OK	EXEC[0]	25.25 ms
07:04:02.098	SERVER	admin	OK	Server was stopped (port: 1984).
07:05:39.311	SERVER	admin	OK	Server was started (port: 1984).
07:05:39.495	127.0.0.1:62249	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getBundles()	2.73 ms
07:05:40.153	127.0.0.1:62249	ManageIT	OK	EXEC[0]	657.58 ms
07:05:40.282	127.0.0.1:62250	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isRepository("/BRjx_packages/")	0.15 ms
07:05:40.557	127.0.0.1:62250	ManageIT	OK	EXEC[0]	274.77 ms
07:05:40.641	127.0.0.1:62251	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader.js]: exists - rpath = /BRjx_packages/ - name = BRjx_loader.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader.js")	0.18 ms
07:05:40.689	127.0.0.1:62251	ManageIT	OK	EXEC[0]	47.74 ms
07:05:40.741	127.0.0.1:62252	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader.json]: exists - rpath = /BRjx_packages/ - name = BRjx_loader.json"}:) brjx:isResource("/BRjx_packages/BRjx_loader.json")	0.18 ms
07:05:40.798	127.0.0.1:62252	ManageIT	OK	EXEC[0]	57.75 ms
07:05:40.862	127.0.0.1:62253	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader.class]: exists - rpath = /BRjx_packages/ - name = BRjx_loader.class"}:) brjx:isResource("/BRjx_packages/BRjx_loader.class")	0.17 ms
07:05:40.903	127.0.0.1:62253	ManageIT	OK	EXEC[0]	41.58 ms
07:05:40.965	127.0.0.1:62254	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/package.json]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_loader/package.json")	0.18 ms
07:05:41.004	127.0.0.1:62254	ManageIT	OK	EXEC[0]	38.44 ms
07:05:41.059	127.0.0.1:62255	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/package.json")	0.16 ms
07:05:41.130	127.0.0.1:62255	ManageIT	OK	EXEC[0]	70.14 ms
07:05:41.222	127.0.0.1:62256	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/main.js]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/main.js")	0.2 ms
07:05:41.256	127.0.0.1:62256	ManageIT	OK	EXEC[0]	33.44 ms
07:05:41.308	127.0.0.1:62257	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/main.js")	0.15 ms
07:05:41.343	127.0.0.1:62257	ManageIT	OK	EXEC[0]	35.13 ms
07:05:41.410	127.0.0.1:62258	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.17 ms
07:05:41.465	127.0.0.1:62258	ManageIT	OK	EXEC[0]	54.6 ms
07:05:41.631	127.0.0.1:62259	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.js]: exists - rpath = /BRjx_packages/ - name = basex.js"}:) brjx:isResource("/BRjx_packages/basex.js")	0.15 ms
07:05:41.662	127.0.0.1:62259	ManageIT	OK	EXEC[0]	30.6 ms
07:05:41.758	127.0.0.1:62260	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.json]: exists - rpath = /BRjx_packages/ - name = basex.json"}:) brjx:isResource("/BRjx_packages/basex.json")	0.18 ms
07:05:41.786	127.0.0.1:62260	ManageIT	OK	EXEC[0]	28.24 ms
07:05:41.837	127.0.0.1:62261	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.class]: exists - rpath = /BRjx_packages/ - name = basex.class"}:) brjx:isResource("/BRjx_packages/basex.class")	0.16 ms
07:05:41.864	127.0.0.1:62261	ManageIT	OK	EXEC[0]	26.8 ms
07:05:41.917	127.0.0.1:62262	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.js]: exists - rpath = /BRjx_packages/ - name = args.js"}:) brjx:isResource("/BRjx_packages/args.js")	0.15 ms
07:05:41.945	127.0.0.1:62262	ManageIT	OK	EXEC[0]	27.43 ms
07:05:41.999	127.0.0.1:62263	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.json]: exists - rpath = /BRjx_packages/ - name = args.json"}:) brjx:isResource("/BRjx_packages/args.json")	0.15 ms
07:05:42.026	127.0.0.1:62263	ManageIT	OK	EXEC[0]	26.3 ms
07:05:42.087	127.0.0.1:62264	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.class]: exists - rpath = /BRjx_packages/ - name = args.class"}:) brjx:isResource("/BRjx_packages/args.class")	0.15 ms
07:05:42.114	127.0.0.1:62264	ManageIT	OK	EXEC[0]	26.29 ms
07:05:42.188	127.0.0.1:62265	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/default.properties]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_loader/default.properties")	0.18 ms
07:05:42.214	127.0.0.1:62265	ManageIT	OK	EXEC[0]	26.31 ms
07:05:42.268	127.0.0.1:62266	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/default.properties")	0.15 ms
07:05:42.300	127.0.0.1:62266	ManageIT	OK	EXEC[0]	32.32 ms
07:05:42.368	127.0.0.1:62267	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.13 ms
07:05:42.397	127.0.0.1:62267	ManageIT	OK	EXEC[0]	29.02 ms
07:05:42.496	127.0.0.1:62268	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/rc/rc0.js]: exists - rpath = /BRjx_packages/BRjx_loader/rc/ - name = rc0.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.15 ms
07:05:42.520	127.0.0.1:62268	ManageIT	OK	EXEC[0]	24.4 ms
07:05:42.577	127.0.0.1:62269	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.15 ms
07:05:42.603	127.0.0.1:62269	ManageIT	OK	EXEC[0]	25.53 ms
07:05:42.674	127.0.0.1:62270	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.14 ms
07:05:42.701	127.0.0.1:62270	ManageIT	OK	EXEC[0]	26.63 ms
07:05:42.756	127.0.0.1:62271	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.14 ms
07:05:42.783	127.0.0.1:62271	ManageIT	OK	EXEC[0]	26.21 ms
07:05:42.881	127.0.0.1:62272	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/init/init.js]: exists - rpath = /BRjx_packages/BRjx_loader/init/ - name = init.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/init/init.js")	0.23 ms
07:05:42.905	127.0.0.1:62272	ManageIT	OK	EXEC[0]	24.16 ms
07:05:42.960	127.0.0.1:62273	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/init/init.js")	0.16 ms
07:05:42.986	127.0.0.1:62273	ManageIT	OK	EXEC[0]	24.96 ms
07:05:43.065	127.0.0.1:62274	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.16 ms
07:05:43.091	127.0.0.1:62274	ManageIT	OK	EXEC[0]	25.22 ms
07:05:43.151	127.0.0.1:62275	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.15 ms
07:05:43.180	127.0.0.1:62275	ManageIT	OK	EXEC[0]	28.34 ms
