07:00:24.581	SERVER	admin	OK	Server was started (port: 1984).
07:00:30.780	127.0.0.1:53943	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_application/etc/init/boot.xml/BRjx_loader/init/")	0.11 ms
07:00:30.793	127.0.0.1:53943	ManageIT	OK	EXEC[0]	12.01 ms
07:00:30.854	127.0.0.1:53944	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_application/etc/init/boot.xml/BRjx_loader/init/")	0.12 ms
07:00:30.866	127.0.0.1:53944	ManageIT	OK	EXEC[0]	11.89 ms
07:00:30.993	127.0.0.1:53945	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/etc/init/boot.xml/BRjx_application.js]: exists - rpath = /BRjx_application/etc/init/boot.xml/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_application/etc/init/boot.xml/BRjx_application.js")	0.12 ms
07:00:31.016	127.0.0.1:53945	ManageIT	OK	EXEC[0]	22.19 ms
07:00:31.074	127.0.0.1:53946	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/etc/init/boot.xml/BRjx_application.json]: exists - rpath = /BRjx_application/etc/init/boot.xml/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_application/etc/init/boot.xml/BRjx_application.json")	0.12 ms
07:00:31.096	127.0.0.1:53946	ManageIT	OK	EXEC[0]	22.18 ms
07:00:31.162	127.0.0.1:53947	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_application/etc/init/boot.xml/BRjx_application.class]: exists - rpath = /BRjx_application/etc/init/boot.xml/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_application/etc/init/boot.xml/BRjx_application.class")	0.15 ms
07:00:31.185	127.0.0.1:53947	ManageIT	OK	EXEC[0]	22.69 ms
