17:16:11.626	SERVER	admin	OK	Server was started (port: 1984).
17:16:32.803	127.0.0.1:53308	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	4.32 ms
17:16:32.880	127.0.0.1:53308	admin	OK	BIND[0] $table=175c9043-0cc4-4165-bdb1-eb66fc13457f	75.51 ms
17:16:33.369	127.0.0.1:53308	admin	OK	EXEC[0]	488.41 ms
17:18:13.055	127.0.0.1:53318	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.15 ms
17:18:13.056	127.0.0.1:53318	admin	OK	BIND[0] $table=175c9043-0cc4-4165-bdb1-eb66fc13457f	0.14 ms
17:18:13.075	127.0.0.1:53318	admin	OK	EXEC[0]	19.4 ms
17:18:40.108	127.0.0.1:53320	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.12 ms
17:18:40.108	127.0.0.1:53320	admin	OK	BIND[0] $table=175c9043-0cc4-4165-bdb1-eb66fc13457f	0.15 ms
17:18:40.124	127.0.0.1:53320	admin	OK	EXEC[0]	15.7 ms
17:19:33.625	127.0.0.1:53328	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.13 ms
17:19:33.636	127.0.0.1:53328	admin	REQUEST	EXEC[0]	11.41 ms
17:19:33.636	127.0.0.1:53328	admin	ERROR	Stopped at ., 6/18: [XPDY0002] No value assigned to $table.	0.08 ms
17:20:19.823	127.0.0.1:53332	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.13 ms
17:20:19.834	127.0.0.1:53332	admin	REQUEST	EXEC[0]	9.0 ms
17:20:19.834	127.0.0.1:53332	admin	ERROR	Stopped at ., 6/18: [XPDY0002] No value assigned to $table.	0.09 ms
17:20:25.622	127.0.0.1:53334	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.12 ms
17:20:25.630	127.0.0.1:53334	admin	REQUEST	EXEC[0]	8.54 ms
17:20:25.631	127.0.0.1:53334	admin	ERROR	Stopped at ., 6/18: [XPDY0002] No value assigned to $table.	0.12 ms
17:20:29.562	127.0.0.1:53335	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.13 ms
17:20:29.572	127.0.0.1:53335	admin	REQUEST	EXEC[0]	9.92 ms
17:20:29.573	127.0.0.1:53335	admin	ERROR	Stopped at ., 6/18: [XPDY0002] No value assigned to $table.	0.13 ms
17:20:41.424	127.0.0.1:53337	admin	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; declare variable $table as xs:string external; for $db in db:list() (:where expression - database - beginn:)(:where expression - database - end:) for $doc in collection($db) (:where expression - document - beginn:)(:where expression - document - end:) for $t in $doc/* (:where expression - table - beginn:) where $t/@id = $table (:where expression - table - end:) (:for $r in $t/*:) (:where expression - record - beginn:)(:where expression - record - end:) return $t (:string, number, boolean, null, object, array:)	0.15 ms
17:20:41.433	127.0.0.1:53337	admin	REQUEST	EXEC[0]	8.11 ms
17:20:41.433	127.0.0.1:53337	admin	ERROR	Stopped at ., 6/18: [XPDY0002] No value assigned to $table.	0.08 ms
17:22:17.477	SERVER	admin	OK	Server was stopped (port: 1984).
17:22:33.698	SERVER	admin	OK	Server was started (port: 1984).
