07:03:54.955	SERVER	admin	OK	Server was started (port: 1984).
07:03:57.581	127.0.0.1:54932	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/package.json")	0.15 ms
07:03:57.647	127.0.0.1:54932	ManageIT	OK	EXEC[0]	66.15 ms
07:03:57.731	127.0.0.1:54933	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/main.js]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/main.js")	0.16 ms
07:03:57.767	127.0.0.1:54933	ManageIT	OK	EXEC[0]	35.23 ms
07:03:57.825	127.0.0.1:54934	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/main.js")	0.15 ms
07:03:57.860	127.0.0.1:54934	ManageIT	OK	EXEC[0]	34.94 ms
07:03:57.922	127.0.0.1:54935	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.14 ms
07:03:57.973	127.0.0.1:54935	ManageIT	OK	EXEC[0]	50.91 ms
07:03:58.099	127.0.0.1:54936	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.js]: exists - rpath = /BRjx_packages/ - name = basex.js"}:) brjx:isResource("/BRjx_packages/basex.js")	0.15 ms
07:03:58.129	127.0.0.1:54936	ManageIT	OK	EXEC[0]	40.36 ms
07:03:58.228	127.0.0.1:54937	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.json]: exists - rpath = /BRjx_packages/ - name = basex.json"}:) brjx:isResource("/BRjx_packages/basex.json")	0.2 ms
07:03:58.255	127.0.0.1:54937	ManageIT	OK	EXEC[0]	26.82 ms
07:03:58.315	127.0.0.1:54938	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.class]: exists - rpath = /BRjx_packages/ - name = basex.class"}:) brjx:isResource("/BRjx_packages/basex.class")	0.17 ms
07:03:58.347	127.0.0.1:54938	ManageIT	OK	EXEC[0]	31.85 ms
07:03:58.397	127.0.0.1:54939	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.js]: exists - rpath = /BRjx_packages/ - name = args.js"}:) brjx:isResource("/BRjx_packages/args.js")	0.15 ms
07:03:58.427	127.0.0.1:54939	ManageIT	OK	EXEC[0]	29.29 ms
07:03:58.482	127.0.0.1:54940	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.json]: exists - rpath = /BRjx_packages/ - name = args.json"}:) brjx:isResource("/BRjx_packages/args.json")	0.15 ms
07:03:58.508	127.0.0.1:54940	ManageIT	OK	EXEC[0]	25.58 ms
07:03:58.561	127.0.0.1:54941	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.class]: exists - rpath = /BRjx_packages/ - name = args.class"}:) brjx:isResource("/BRjx_packages/args.class")	0.15 ms
07:03:58.588	127.0.0.1:54941	ManageIT	OK	EXEC[0]	26.04 ms
07:03:58.667	127.0.0.1:54942	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/default.properties]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_loader/default.properties")	0.16 ms
07:03:58.693	127.0.0.1:54942	ManageIT	OK	EXEC[0]	25.17 ms
07:03:58.751	127.0.0.1:54943	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/default.properties")	0.14 ms
07:03:58.776	127.0.0.1:54943	ManageIT	OK	EXEC[0]	25.22 ms
07:03:58.854	127.0.0.1:54944	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/main.js")	0.14 ms
07:03:58.881	127.0.0.1:54944	ManageIT	OK	EXEC[0]	26.42 ms
07:03:58.984	127.0.0.1:54945	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/rc/rc0.js]: exists - rpath = /BRjx_packages/BRjx_loader/rc/ - name = rc0.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.16 ms
07:03:59.010	127.0.0.1:54945	ManageIT	OK	EXEC[0]	25.85 ms
07:03:59.112	127.0.0.1:54946	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.17 ms
07:03:59.145	127.0.0.1:54946	ManageIT	OK	EXEC[0]	31.69 ms
07:03:59.328	127.0.0.1:54947	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.14 ms
07:03:59.361	127.0.0.1:54947	ManageIT	OK	EXEC[0]	32.92 ms
07:03:59.448	127.0.0.1:54948	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.15 ms
07:03:59.474	127.0.0.1:54948	ManageIT	OK	EXEC[0]	26.08 ms
07:03:59.648	127.0.0.1:54949	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/init/init.js]: exists - rpath = /BRjx_packages/BRjx_loader/init/ - name = init.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/init/init.js")	0.23 ms
07:03:59.684	127.0.0.1:54949	ManageIT	OK	EXEC[0]	35.29 ms
07:03:59.739	127.0.0.1:54950	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/init/init.js")	0.15 ms
07:03:59.776	127.0.0.1:54950	ManageIT	OK	EXEC[0]	35.82 ms
07:03:59.849	127.0.0.1:54951	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.18 ms
07:03:59.885	127.0.0.1:54951	ManageIT	OK	EXEC[0]	35.39 ms
07:03:59.943	127.0.0.1:54952	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/init.js")	0.12 ms
07:03:59.977	127.0.0.1:54952	ManageIT	OK	EXEC[0]	33.4 ms
07:04:00.073	127.0.0.1:54953	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.js]: exists - rpath = /BRjx_packages/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_packages/BRjx_application.js")	0.12 ms
07:04:00.095	127.0.0.1:54953	ManageIT	OK	EXEC[0]	21.29 ms
07:04:00.148	127.0.0.1:54954	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.json]: exists - rpath = /BRjx_packages/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_packages/BRjx_application.json")	0.12 ms
07:04:00.169	127.0.0.1:54954	ManageIT	OK	EXEC[0]	21.01 ms
07:04:00.239	127.0.0.1:54955	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.class]: exists - rpath = /BRjx_packages/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_packages/BRjx_application.class")	0.12 ms
07:04:00.259	127.0.0.1:54955	ManageIT	OK	EXEC[0]	20.64 ms
07:04:00.335	127.0.0.1:54956	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/package.json]: exists - rpath = /BRjx_packages/BRjx_application/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_application/package.json")	0.12 ms
07:04:00.356	127.0.0.1:54956	ManageIT	OK	EXEC[0]	20.33 ms
07:04:00.408	127.0.0.1:54957	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/package.json")	0.11 ms
07:04:00.429	127.0.0.1:54957	ManageIT	OK	EXEC[0]	20.79 ms
07:04:00.486	127.0.0.1:54958	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/main.js]: exists - rpath = /BRjx_packages/BRjx_application/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_application/main.js")	0.13 ms
07:04:00.506	127.0.0.1:54958	ManageIT	OK	EXEC[0]	20.01 ms
07:04:00.578	127.0.0.1:54959	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/main.js")	0.11 ms
07:04:00.600	127.0.0.1:54959	ManageIT	OK	EXEC[0]	21.37 ms
07:04:00.667	127.0.0.1:54960	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_application/main.js")	0.11 ms
07:04:00.690	127.0.0.1:54960	ManageIT	OK	EXEC[0]	22.53 ms
07:04:00.757	127.0.0.1:54961	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/default.properties]: exists - rpath = /BRjx_packages/BRjx_application/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_application/default.properties")	0.13 ms
07:04:00.776	127.0.0.1:54961	ManageIT	OK	EXEC[0]	19.33 ms
07:04:00.830	127.0.0.1:54962	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/default.properties")	0.11 ms
07:04:00.850	127.0.0.1:54962	ManageIT	OK	EXEC[0]	20.25 ms
07:04:00.913	127.0.0.1:54963	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.js]: exists - rpath = /BRjx_packages/ - name = BRjx_library.js"}:) brjx:isResource("/BRjx_packages/BRjx_library.js")	0.12 ms
07:04:00.932	127.0.0.1:54963	ManageIT	OK	EXEC[0]	19.23 ms
07:04:00.991	127.0.0.1:54964	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.json]: exists - rpath = /BRjx_packages/ - name = BRjx_library.json"}:) brjx:isResource("/BRjx_packages/BRjx_library.json")	0.12 ms
07:04:01.011	127.0.0.1:54964	ManageIT	OK	EXEC[0]	19.73 ms
07:04:01.090	127.0.0.1:54965	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.class]: exists - rpath = /BRjx_packages/ - name = BRjx_library.class"}:) brjx:isResource("/BRjx_packages/BRjx_library.class")	0.12 ms
07:04:01.110	127.0.0.1:54965	ManageIT	OK	EXEC[0]	20.28 ms
07:04:01.180	127.0.0.1:54966	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/package.json]: exists - rpath = /BRjx_packages/BRjx_library/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_library/package.json")	0.11 ms
07:04:01.200	127.0.0.1:54966	ManageIT	OK	EXEC[0]	19.68 ms
07:04:01.262	127.0.0.1:54967	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/package.json")	0.13 ms
07:04:01.283	127.0.0.1:54967	ManageIT	OK	EXEC[0]	19.96 ms
07:04:01.349	127.0.0.1:54968	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/main.js]: exists - rpath = /BRjx_packages/BRjx_library/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_library/main.js")	0.16 ms
07:04:01.369	127.0.0.1:54968	ManageIT	OK	EXEC[0]	19.8 ms
07:04:01.424	127.0.0.1:54969	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/main.js")	0.11 ms
07:04:01.444	127.0.0.1:54969	ManageIT	OK	EXEC[0]	19.67 ms
07:04:01.508	127.0.0.1:54970	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/main.js")	0.1 ms
07:04:01.529	127.0.0.1:54970	ManageIT	OK	EXEC[0]	21.39 ms
07:04:01.598	127.0.0.1:54971	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/default.properties]: exists - rpath = /BRjx_packages/BRjx_library/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_library/default.properties")	0.11 ms
07:04:01.617	127.0.0.1:54971	ManageIT	OK	EXEC[0]	18.81 ms
07:04:01.685	127.0.0.1:54972	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/default.properties")	0.1 ms
07:04:01.705	127.0.0.1:54972	ManageIT	OK	EXEC[0]	19.08 ms
07:04:01.763	127.0.0.1:54973	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/session.js]: exists - rpath = /BRjx_packages/BRjx_library/ - name = session.js"}:) brjx:isResource("/BRjx_packages/BRjx_library/session.js")	0.11 ms
07:04:01.782	127.0.0.1:54973	ManageIT	OK	EXEC[0]	18.16 ms
07:04:01.846	127.0.0.1:54974	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/session.js")	0.12 ms
07:04:01.867	127.0.0.1:54974	ManageIT	OK	EXEC[0]	19.88 ms
07:04:01.944	127.0.0.1:54975	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/session.js")	0.1 ms
07:04:01.965	127.0.0.1:54975	ManageIT	OK	EXEC[0]	20.52 ms
07:04:02.192	127.0.0.1:54976	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/session.js")	0.11 ms
07:04:02.216	127.0.0.1:54976	ManageIT	OK	EXEC[0]	23.79 ms
07:04:02.281	127.0.0.1:54977	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/main.js")	0.1 ms
07:04:02.309	127.0.0.1:54977	ManageIT	OK	EXEC[0]	27.75 ms
07:04:02.377	127.0.0.1:54978	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/session.js")	0.16 ms
07:04:02.398	127.0.0.1:54978	ManageIT	OK	EXEC[0]	19.77 ms
07:04:02.456	127.0.0.1:54979	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_application/main.js")	0.12 ms
07:04:02.476	127.0.0.1:54979	ManageIT	OK	EXEC[0]	20.25 ms
07:04:02.539	127.0.0.1:54980	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/main.js")	0.12 ms
07:04:02.559	127.0.0.1:54980	ManageIT	OK	EXEC[0]	19.85 ms
07:04:02.615	127.0.0.1:54981	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/session.js")	0.13 ms
07:04:02.635	127.0.0.1:54981	ManageIT	OK	EXEC[0]	19.82 ms
07:04:02.892	127.0.0.1:54982	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_backend_amb.js]: exists - rpath = /BRjx_packages/ - name = BRjx_backend_amb.js"}:) brjx:isResource("/BRjx_packages/BRjx_backend_amb.js")	0.14 ms
07:04:02.911	127.0.0.1:54982	ManageIT	OK	EXEC[0]	18.16 ms
07:04:02.992	127.0.0.1:54983	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_backend_amb.json]: exists - rpath = /BRjx_packages/ - name = BRjx_backend_amb.json"}:) brjx:isResource("/BRjx_packages/BRjx_backend_amb.json")	0.11 ms
07:04:03.011	127.0.0.1:54983	ManageIT	OK	EXEC[0]	18.6 ms
07:04:03.073	127.0.0.1:54984	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_backend_amb.class]: exists - rpath = /BRjx_packages/ - name = BRjx_backend_amb.class"}:) brjx:isResource("/BRjx_packages/BRjx_backend_amb.class")	0.1 ms
07:04:03.091	127.0.0.1:54984	ManageIT	OK	EXEC[0]	18.26 ms
07:04:03.165	127.0.0.1:54985	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_backend_amb/package.json]: exists - rpath = /BRjx_packages/BRjx_backend_amb/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_backend_amb/package.json")	0.1 ms
07:04:03.183	127.0.0.1:54985	ManageIT	OK	EXEC[0]	18.28 ms
07:04:03.246	127.0.0.1:54986	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_backend_amb/package.json")	0.1 ms
07:04:03.265	127.0.0.1:54986	ManageIT	OK	EXEC[0]	18.15 ms
07:04:03.326	127.0.0.1:54987	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_backend_amb/main.js]: exists - rpath = /BRjx_packages/BRjx_backend_amb/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_backend_amb/main.js")	0.1 ms
07:04:03.345	127.0.0.1:54987	ManageIT	OK	EXEC[0]	17.83 ms
