10:22:49.033	SERVER	admin	OK	Server was started (port: 1984).
10:22:51.746	127.0.0.1:52106	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/package.json")	0.16 ms
10:22:51.829	127.0.0.1:52106	ManageIT	OK	EXEC[0]	82.4 ms
10:22:51.922	127.0.0.1:52107	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/main.js]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/main.js")	0.18 ms
10:22:51.954	127.0.0.1:52107	ManageIT	OK	EXEC[0]	31.92 ms
10:22:52.024	127.0.0.1:52108	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/main.js")	0.16 ms
10:22:52.061	127.0.0.1:52108	ManageIT	OK	EXEC[0]	36.95 ms
10:22:52.132	127.0.0.1:52109	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/")	0.15 ms
10:22:52.184	127.0.0.1:52109	ManageIT	OK	EXEC[0]	51.09 ms
10:22:52.301	127.0.0.1:52114	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.js]: exists - rpath = /BRjx_packages/ - name = basex.js"}:) brjx:isResource("/BRjx_packages/basex.js")	0.17 ms
10:22:52.334	127.0.0.1:52114	ManageIT	OK	EXEC[0]	33.61 ms
10:22:52.413	127.0.0.1:52115	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.json]: exists - rpath = /BRjx_packages/ - name = basex.json"}:) brjx:isResource("/BRjx_packages/basex.json")	0.18 ms
10:22:52.446	127.0.0.1:52115	ManageIT	OK	EXEC[0]	32.14 ms
10:22:52.506	127.0.0.1:52116	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/basex.class]: exists - rpath = /BRjx_packages/ - name = basex.class"}:) brjx:isResource("/BRjx_packages/basex.class")	0.17 ms
10:22:52.535	127.0.0.1:52116	ManageIT	OK	EXEC[0]	29.6 ms
10:22:52.600	127.0.0.1:52117	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.js]: exists - rpath = /BRjx_packages/ - name = args.js"}:) brjx:isResource("/BRjx_packages/args.js")	0.17 ms
10:22:52.629	127.0.0.1:52117	ManageIT	OK	EXEC[0]	29.05 ms
10:22:52.688	127.0.0.1:52118	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.json]: exists - rpath = /BRjx_packages/ - name = args.json"}:) brjx:isResource("/BRjx_packages/args.json")	0.18 ms
10:22:52.717	127.0.0.1:52118	ManageIT	OK	EXEC[0]	28.89 ms
10:22:52.776	127.0.0.1:52119	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/args.class]: exists - rpath = /BRjx_packages/ - name = args.class"}:) brjx:isResource("/BRjx_packages/args.class")	0.17 ms
10:22:52.806	127.0.0.1:52119	ManageIT	OK	EXEC[0]	29.22 ms
10:22:52.886	127.0.0.1:52120	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/default.properties]: exists - rpath = /BRjx_packages/BRjx_loader/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_loader/default.properties")	0.19 ms
10:22:52.915	127.0.0.1:52120	ManageIT	OK	EXEC[0]	27.89 ms
10:22:52.966	127.0.0.1:52121	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/default.properties")	0.17 ms
10:22:52.995	127.0.0.1:52121	ManageIT	OK	EXEC[0]	28.74 ms
10:22:53.067	127.0.0.1:52122	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/")	0.16 ms
10:22:53.100	127.0.0.1:52122	ManageIT	OK	EXEC[0]	32.28 ms
10:22:53.205	127.0.0.1:52123	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/rc/rc0.js]: exists - rpath = /BRjx_packages/BRjx_loader/rc/ - name = rc0.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.17 ms
10:22:53.235	127.0.0.1:52123	ManageIT	OK	EXEC[0]	29.92 ms
10:22:53.295	127.0.0.1:52124	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/rc/rc0.js")	0.16 ms
10:22:53.321	127.0.0.1:52124	ManageIT	OK	EXEC[0]	25.96 ms
10:22:53.384	127.0.0.1:52125	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/")	0.14 ms
10:22:53.408	127.0.0.1:52125	ManageIT	OK	EXEC[0]	23.51 ms
10:22:53.466	127.0.0.1:52126	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/rc/")	0.14 ms
10:22:53.490	127.0.0.1:52126	ManageIT	OK	EXEC[0]	24.26 ms
10:22:53.588	127.0.0.1:52127	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_loader/init/init.js]: exists - rpath = /BRjx_packages/BRjx_loader/init/ - name = init.js"}:) brjx:isResource("/BRjx_packages/BRjx_loader/init/init.js")	0.15 ms
10:22:53.611	127.0.0.1:52127	ManageIT	OK	EXEC[0]	22.68 ms
10:22:53.664	127.0.0.1:52128	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_loader/init/init.js")	0.16 ms
10:22:53.688	127.0.0.1:52128	ManageIT	OK	EXEC[0]	23.69 ms
10:22:53.746	127.0.0.1:52129	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/")	0.17 ms
10:22:53.769	127.0.0.1:52129	ManageIT	OK	EXEC[0]	23.09 ms
10:22:53.830	127.0.0.1:52130	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_loader/init/")	0.15 ms
10:22:53.853	127.0.0.1:52130	ManageIT	OK	EXEC[0]	22.9 ms
10:22:53.951	127.0.0.1:52131	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.js]: exists - rpath = /BRjx_packages/ - name = BRjx_application.js"}:) brjx:isResource("/BRjx_packages/BRjx_application.js")	0.13 ms
10:22:53.974	127.0.0.1:52131	ManageIT	OK	EXEC[0]	22.71 ms
10:22:54.035	127.0.0.1:52132	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.json]: exists - rpath = /BRjx_packages/ - name = BRjx_application.json"}:) brjx:isResource("/BRjx_packages/BRjx_application.json")	0.14 ms
10:22:54.058	127.0.0.1:52132	ManageIT	OK	EXEC[0]	23.0 ms
10:22:54.119	127.0.0.1:52137	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application.class]: exists - rpath = /BRjx_packages/ - name = BRjx_application.class"}:) brjx:isResource("/BRjx_packages/BRjx_application.class")	0.13 ms
10:22:54.141	127.0.0.1:52137	ManageIT	OK	EXEC[0]	22.05 ms
10:22:54.221	127.0.0.1:52138	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/package.json]: exists - rpath = /BRjx_packages/BRjx_application/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_application/package.json")	0.14 ms
10:22:54.243	127.0.0.1:52138	ManageIT	OK	EXEC[0]	21.92 ms
10:22:54.303	127.0.0.1:52139	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/package.json")	0.17 ms
10:22:54.325	127.0.0.1:52139	ManageIT	OK	EXEC[0]	21.55 ms
10:22:54.384	127.0.0.1:52140	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/main.js]: exists - rpath = /BRjx_packages/BRjx_application/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_application/main.js")	0.12 ms
10:22:54.406	127.0.0.1:52140	ManageIT	OK	EXEC[0]	21.46 ms
10:22:54.459	127.0.0.1:52141	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/main.js")	0.12 ms
10:22:54.484	127.0.0.1:52141	ManageIT	OK	EXEC[0]	24.32 ms
10:22:54.551	127.0.0.1:52142	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_application/")	0.15 ms
10:22:54.576	127.0.0.1:52142	ManageIT	OK	EXEC[0]	24.77 ms
10:22:54.649	127.0.0.1:52143	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_application/default.properties]: exists - rpath = /BRjx_packages/BRjx_application/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_application/default.properties")	0.14 ms
10:22:54.673	127.0.0.1:52143	ManageIT	OK	EXEC[0]	24.27 ms
10:22:54.739	127.0.0.1:52144	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_application/default.properties")	0.13 ms
10:22:54.763	127.0.0.1:52144	ManageIT	OK	EXEC[0]	24.27 ms
10:22:54.840	127.0.0.1:52145	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.js]: exists - rpath = /BRjx_packages/ - name = BRjx_library.js"}:) brjx:isResource("/BRjx_packages/BRjx_library.js")	0.12 ms
10:22:54.867	127.0.0.1:52145	ManageIT	OK	EXEC[0]	26.2 ms
10:22:54.940	127.0.0.1:52146	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.json]: exists - rpath = /BRjx_packages/ - name = BRjx_library.json"}:) brjx:isResource("/BRjx_packages/BRjx_library.json")	0.14 ms
10:22:54.963	127.0.0.1:52146	ManageIT	OK	EXEC[0]	22.28 ms
10:22:55.029	127.0.0.1:52147	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library.class]: exists - rpath = /BRjx_packages/ - name = BRjx_library.class"}:) brjx:isResource("/BRjx_packages/BRjx_library.class")	0.13 ms
10:22:55.051	127.0.0.1:52147	ManageIT	OK	EXEC[0]	22.59 ms
10:22:55.116	127.0.0.1:52148	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/package.json]: exists - rpath = /BRjx_packages/BRjx_library/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_library/package.json")	0.12 ms
10:22:55.140	127.0.0.1:52148	ManageIT	OK	EXEC[0]	23.12 ms
10:22:55.198	127.0.0.1:52149	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/package.json")	0.14 ms
10:22:55.220	127.0.0.1:52149	ManageIT	OK	EXEC[0]	21.96 ms
10:22:55.278	127.0.0.1:52150	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/main.js]: exists - rpath = /BRjx_packages/BRjx_library/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_library/main.js")	0.12 ms
10:22:55.300	127.0.0.1:52150	ManageIT	OK	EXEC[0]	21.66 ms
10:22:55.365	127.0.0.1:52151	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/main.js")	0.11 ms
10:22:55.387	127.0.0.1:52151	ManageIT	OK	EXEC[0]	21.67 ms
10:22:55.450	127.0.0.1:52152	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.1 ms
10:22:55.472	127.0.0.1:52152	ManageIT	OK	EXEC[0]	22.18 ms
10:22:55.537	127.0.0.1:52157	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/default.properties]: exists - rpath = /BRjx_packages/BRjx_library/ - name = default.properties"}:) brjx:isResource("/BRjx_packages/BRjx_library/default.properties")	0.11 ms
10:22:55.560	127.0.0.1:52157	ManageIT	OK	EXEC[0]	21.87 ms
10:22:55.621	127.0.0.1:52158	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/default.properties")	0.11 ms
10:22:55.643	127.0.0.1:52158	ManageIT	OK	EXEC[0]	21.49 ms
10:22:55.705	127.0.0.1:52159	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_library/session.js]: exists - rpath = /BRjx_packages/BRjx_library/ - name = session.js"}:) brjx:isResource("/BRjx_packages/BRjx_library/session.js")	0.11 ms
10:22:55.726	127.0.0.1:52159	ManageIT	OK	EXEC[0]	20.7 ms
10:22:55.793	127.0.0.1:52160	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_library/session.js")	0.11 ms
10:22:55.815	127.0.0.1:52160	ManageIT	OK	EXEC[0]	22.17 ms
10:22:55.884	127.0.0.1:52161	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.11 ms
10:22:55.905	127.0.0.1:52161	ManageIT	OK	EXEC[0]	21.13 ms
10:22:56.110	127.0.0.1:52162	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.11 ms
10:22:56.131	127.0.0.1:52162	ManageIT	OK	EXEC[0]	21.12 ms
10:22:56.197	127.0.0.1:52163	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.1 ms
10:22:56.218	127.0.0.1:52163	ManageIT	OK	EXEC[0]	20.82 ms
10:22:56.284	127.0.0.1:52164	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.18 ms
10:22:56.309	127.0.0.1:52164	ManageIT	OK	EXEC[0]	24.93 ms
10:22:56.375	127.0.0.1:52165	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_application/")	0.13 ms
10:22:56.396	127.0.0.1:52165	ManageIT	OK	EXEC[0]	20.9 ms
10:22:56.460	127.0.0.1:52166	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.14 ms
10:22:56.480	127.0.0.1:52166	ManageIT	OK	EXEC[0]	19.86 ms
10:22:56.541	127.0.0.1:52167	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:getLastModified("/BRjx_packages/BRjx_library/")	0.12 ms
10:22:56.562	127.0.0.1:52167	ManageIT	OK	EXEC[0]	20.68 ms
10:22:56.651	127.0.0.1:52168	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_router.js]: exists - rpath = /BRjx_packages/ - name = BRjx_router.js"}:) brjx:isResource("/BRjx_packages/BRjx_router.js")	0.14 ms
10:22:56.672	127.0.0.1:52168	ManageIT	OK	EXEC[0]	19.81 ms
10:22:56.733	127.0.0.1:52169	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_router.json]: exists - rpath = /BRjx_packages/ - name = BRjx_router.json"}:) brjx:isResource("/BRjx_packages/BRjx_router.json")	0.1 ms
10:22:56.753	127.0.0.1:52169	ManageIT	OK	EXEC[0]	19.77 ms
10:22:56.813	127.0.0.1:52170	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_router.class]: exists - rpath = /BRjx_packages/ - name = BRjx_router.class"}:) brjx:isResource("/BRjx_packages/BRjx_router.class")	0.1 ms
10:22:56.834	127.0.0.1:52170	ManageIT	OK	EXEC[0]	20.22 ms
10:22:56.902	127.0.0.1:52171	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_router/package.json]: exists - rpath = /BRjx_packages/BRjx_router/ - name = package.json"}:) brjx:isResource("/BRjx_packages/BRjx_router/package.json")	0.11 ms
10:22:56.923	127.0.0.1:52171	ManageIT	OK	EXEC[0]	20.57 ms
10:22:56.993	127.0.0.1:52172	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "json"; declare option output:json "format=jsonml"; brjx:getContent("/BRjx_packages/BRjx_router/package.json")	0.1 ms
10:22:57.015	127.0.0.1:52172	ManageIT	OK	EXEC[0]	21.97 ms
10:22:57.088	127.0.0.1:52173	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; (:{"warn":"DatabaseResource[/BRjx_packages/BRjx_router/main.js]: exists - rpath = /BRjx_packages/BRjx_router/ - name = main.js"}:) brjx:isResource("/BRjx_packages/BRjx_router/main.js")	0.1 ms
10:22:57.108	127.0.0.1:52173	ManageIT	OK	EXEC[0]	19.86 ms
