07:14:05.471	SERVER	admin	OK	Server was started (port: 1984).
07:14:05.566	127.0.0.1:49598	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isRepository("/BRjx_main/bin/app.xml/")	1.56 ms
07:14:05.897	127.0.0.1:49598	ManageIT	OK	EXEC[0]	330.81 ms
07:14:05.973	127.0.0.1:49599	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isResource("/BRjx_main/bin/app.xml/BRjx.js.js")	0.09 ms
07:14:05.995	127.0.0.1:49599	ManageIT	OK	EXEC[0]	21.71 ms
07:14:06.055	127.0.0.1:49600	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isResource("/BRjx_main/bin/app.xml/BRjx.js.json")	0.11 ms
07:14:06.075	127.0.0.1:49600	ManageIT	OK	EXEC[0]	20.14 ms
07:14:06.104	127.0.0.1:49601	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isResource("/BRjx_main/bin/app.xml/BRjx.js.class")	0.11 ms
07:14:06.126	127.0.0.1:49601	ManageIT	OK	EXEC[0]	22.43 ms
07:14:06.155	127.0.0.1:49602	ManageIT	OK	QUERY[0] import module namespace brjx = "http://brjx.stocker-schmid.ch"; declare namespace output = "http://www.w3.org/2010/xslt-xquery-serialization"; declare option output:method "text"; brjx:isResource("/BRjx_main/bin/app.xml/BRjx.js/package.json")	0.11 ms
07:14:06.173	127.0.0.1:49602	ManageIT	OK	EXEC[0]	17.33 ms
